Iteration,Doors,Reveals,HostPolicy,PrizeDoor,InitialChoice,RevealedDoors,SwitchDoor,HostRevealedPrize,StayWin,SwapWin
590,3,1,informed,1,3,2,1,False,False,True
591,3,1,informed,2,3,1,2,False,False,True
592,3,1,informed,3,2,1,3,False,False,True
593,3,1,informed,2,1,3,2,False,False,True
594,3,1,informed,3,1,2,3,False,False,True
595,3,1,informed,1,2,3,1,False,False,True
596,3,1,informed,2,2,1,3,False,True,False
597,3,1,informed,1,1,3,2,False,True,False
598,3,1,informed,2,1,3,2,False,False,True
599,3,1,informed,3,3,1,2,False,True,False
600,3,1,informed,1,1,2,3,False,True,False
601,3,1,informed,2,2,1,3,False,True,False
602,3,1,informed,1,3,2,1,False,False,True
603,3,1,informed,3,2,1,3,False,False,True
604,3,1,informed,2,3,1,2,False,False,True
605,3,1,informed,2,3,1,2,False,False,True
606,3,1,informed,3,1,2,3,False,False,True
607,3,1,informed,1,3,2,1,False,False,True
608,3,1,informed,3,2,1,3,False,False,True
609,3,1,informed,1,1,2,3,False,True,False
610,3,1,informed,1,3,2,1,False,False,True
611,3,1,informed,1,3,2,1,False,False,True
612,3,1,informed,2,2,3,1,False,True,False
613,3,1,informed,1,3,2,1,False,False,True
614,3,1,informed,3,2,1,3,False,False,True
615,3,1,informed,1,3,2,1,False,False,True
616,3,1,informed,3,2,1,3,False,False,True
617,3,1,informed,2,2,1,3,False,True,False
618,3,1,informed,1,1,2,3,False,True,False
619,3,1,informed,2,1,3,2,False,False,True
620,3,1,informed,1,2,3,1,False,False,True
621,3,1,informed,3,2,1,3,False,False,True
622,3,1,informed,2,2,1,3,False,True,False
623,3,1,informed,3,1,2,3,False,False,True
624,3,1,informed,1,3,2,1,False,False,True
625,3,1,informed,2,3,1,2,False,False,True
626,3,1,informed,2,1,3,2,False,False,True
627,3,1,informed,2,2,3,1,False,True,False
628,3,1,informed,2,3,1,2,False,False,True
629,3,1,informed,2,1,3,2,False,False,True
630,3,1,informed,2,1,3,2,False,False,True
631,3,1,informed,1,3,2,1,False,False,True
632,3,1,informed,1,3,2,1,False,False,True
633,3,1,informed,3,1,2,3,False,False,True
634,3,1,informed,2,2,3,1,False,True,False
635,3,1,informed,1,1,3,2,False,True,False
636,3,1,informed,3,1,2,3,False,False,True
637,3,1,informed,1,3,2,1,False,False,True
638,3,1,informed,2,1,3,2,False,False,True
639,3,1,informed,2,2,3,1,False,True,False
640,3,1,informed,1,1,2,3,False,True,False
641,3,1,informed,2,3,1,2,False,False,True
642,3,1,informed,3,3,2,1,False,True,False
643,3,1,informed,1,2,3,1,False,False,True
644,3,1,informed,1,3,2,1,False,False,True
645,3,1,informed,1,3,2,1,False,False,True
646,3,1,informed,3,3,2,1,False,True,False
647,3,1,informed,3,3,2,1,False,True,False
648,3,1,informed,1,2,3,1,False,False,True
649,3,1,informed,1,2,3,1,False,False,True
650,3,1,informed,2,3,1,2,False,False,True
651,3,1,informed,2,2,1,3,False,True,False
652,3,1,informed,1,1,3,2,False,True,False
653,3,1,informed,3,1,2,3,False,False,True
654,3,1,informed,2,2,3,1,False,True,False
655,3,1,informed,3,2,1,3,False,False,True
656,3,1,informed,1,1,3,2,False,True,False
657,3,1,informed,3,3,2,1,False,True,False
658,3,1,informed,3,1,2,3,False,False,True
659,3,1,informed,3,2,1,3,False,False,True
660,3,1,informed,3,3,2,1,False,True,False
661,3,1,informed,1,1,2,3,False,True,False
662,3,1,informed,2,2,3,1,False,True,False
663,3,1,informed,2,1,3,2,False,False,True
664,3,1,informed,2,2,3,1,False,True,False
665,3,1,informed,1,2,3,1,False,False,True
666,3,1,informed,3,3,1,2,False,True,False
667,3,1,informed,3,3,1,2,False,True,False
668,3,1,informed,2,1,3,2,False,False,True
669,3,1,informed,3,2,1,3,False,False,True
670,3,1,informed,2,3,1,2,False,False,True
671,3,1,informed,1,1,2,3,False,True,False
672,3,1,informed,1,3,2,1,False,False,True
673,3,1,informed,1,2,3,1,False,False,True
674,3,1,informed,3,1,2,3,False,False,True
675,3,1,informed,3,1,2,3,False,False,True
676,3,1,informed,1,2,3,1,False,False,True
677,3,1,informed,1,1,3,2,False,True,False
678,3,1,informed,1,3,2,1,False,False,True
679,3,1,informed,3,1,2,3,False,False,True
680,3,1,informed,2,1,3,2,False,False,True
681,3,1,informed,2,2,3,1,False,True,False
682,3,1,informed,2,3,1,2,False,False,True
683,3,1,informed,3,3,1,2,False,True,False
684,3,1,informed,2,2,3,1,False,True,False
685,3,1,informed,3,2,1,3,False,False,True
686,3,1,informed,2,2,3,1,False,True,False
687,3,1,informed,1,1,3,2,False,True,False
688,3,1,informed,2,1,3,2,False,False,True
689,3,1,informed,3,2,1,3,False,False,True
690,3,1,informed,1,3,2,1,False,False,True
691,3,1,informed,1,1,3,2,False,True,False
692,3,1,informed,3,1,2,3,False,False,True
693,3,1,informed,2,1,3,2,False,False,True
694,3,1,informed,1,2,3,1,False,False,True
695,3,1,informed,1,3,2,1,False,False,True
696,3,1,informed,1,1,2,3,False,True,False
697,3,1,informed,3,1,2,3,False,False,True
698,3,1,informed,1,2,3,1,False,False,True
699,3,1,informed,2,3,1,2,False,False,True
700,3,1,informed,1,2,3,1,False,False,True
701,3,1,informed,3,1,2,3,False,False,True
702,3,1,informed,2,2,1,3,False,True,False
703,3,1,informed,3,1,2,3,False,False,True
704,3,1,informed,2,1,3,2,False,False,True
705,3,1,informed,3,3,2,1,False,True,False
706,3,1,informed,2,2,1,3,False,True,False
707,3,1,informed,3,3,2,1,False,True,False
708,3,1,informed,1,1,2,3,False,True,False
709,3,1,informed,3,2,1,3,False,False,True
710,3,1,informed,3,1,2,3,False,False,True
711,3,1,informed,3,1,2,3,False,False,True
712,3,1,informed,3,1,2,3,False,False,True
713,3,1,informed,1,1,2,3,False,True,False
714,3,1,informed,1,3,2,1,False,False,True
715,3,1,informed,1,2,3,1,False,False,True
716,3,1,informed,3,1,2,3,False,False,True
717,3,1,informed,3,2,1,3,False,False,True
718,3,1,informed,2,3,1,2,False,False,True
719,3,1,informed,3,3,1,2,False,True,False
720,3,1,informed,2,3,1,2,False,False,True
721,3,1,informed,3,2,1,3,False,False,True
722,3,1,informed,2,3,1,2,False,False,True
723,3,1,informed,1,1,2,3,False,True,False
724,3,1,informed,2,1,3,2,False,False,True
725,3,1,informed,2,2,1,3,False,True,False
726,3,1,informed,3,2,1,3,False,False,True
727,3,1,informed,3,2,1,3,False,False,True
728,3,1,informed,3,1,2,3,False,False,True
729,3,1,informed,3,1,2,3,False,False,True
730,3,1,informed,3,3,1,2,False,True,False
731,3,1,informed,3,3,1,2,False,True,False
732,3,1,informed,1,1,2,3,False,True,False
733,3,1,informed,1,1,2,3,False,True,False
734,3,1,informed,2,2,1,3,False,True,False
735,3,1,informed,1,1,2,3,False,True,False
736,3,1,informed,2,3,1,2,False,False,True
737,3,1,informed,3,2,1,3,False,False,True
738,3,1,informed,1,2,3,1,False,False,True
739,3,1,informed,3,3,2,1,False,True,False
740,3,1,informed,1,3,2,1,False,False,True
741,3,1,informed,3,1,2,3,False,False,True
742,3,1,informed,3,2,1,3,False,False,True
743,3,1,informed,3,3,2,1,False,True,False
744,3,1,informed,3,3,1,2,False,True,False
745,3,1,informed,1,3,2,1,False,False,True
746,3,1,informed,1,1,2,3,False,True,False
747,3,1,informed,1,3,2,1,False,False,True
748,3,1,informed,2,2,1,3,False,True,False
749,3,1,informed,3,1,2,3,False,False,True
750,3,1,informed,3,3,1,2,False,True,False
751,3,1,informed,1,1,2,3,False,True,False
752,3,1,informed,2,3,1,2,False,False,True
753,3,1,informed,3,2,1,3,False,False,True
754,3,1,informed,3,3,2,1,False,True,False
755,3,1,informed,3,3,2,1,False,True,False
756,3,1,informed,2,3,1,2,False,False,True
757,3,1,informed,3,2,1,3,False,False,True
758,3,1,informed,3,3,2,1,False,True,False
759,3,1,informed,1,2,3,1,False,False,True
760,3,1,informed,2,2,3,1,False,True,False
761,3,1,informed,1,1,3,2,False,True,False
762,3,1,informed,2,1,3,2,False,False,True
763,3,1,informed,1,2,3,1,False,False,True
764,3,1,informed,3,2,1,3,False,False,True
765,3,1,informed,2,1,3,2,False,False,True
766,3,1,informed,1,1,3,2,False,True,False
767,3,1,informed,2,3,1,2,False,False,True
768,3,1,informed,2,3,1,2,False,False,True
769,3,1,informed,2,3,1,2,False,False,True
770,3,1,informed,1,1,3,2,False,True,False
771,3,1,informed,3,3,2,1,False,True,False
772,3,1,informed,3,2,1,3,False,False,True
773,3,1,informed,3,3,1,2,False,True,False
774,3,1,informed,2,3,1,2,False,False,True
775,3,1,informed,3,3,2,1,False,True,False
776,3,1,informed,2,2,1,3,False,True,False
777,3,1,informed,2,1,3,2,False,False,True
778,3,1,informed,2,3,1,2,False,False,True
779,3,1,informed,2,1,3,2,False,False,True
780,3,1,informed,2,3,1,2,False,False,True
781,3,1,informed,2,2,1,3,False,True,False
782,3,1,informed,2,1,3,2,False,False,True
783,3,1,informed,3,3,1,2,False,True,False
784,3,1,informed,1,2,3,1,False,False,True
785,3,1,informed,3,1,2,3,False,False,True
786,3,1,informed,2,1,3,2,False,False,True
787,3,1,informed,3,2,1,3,False,False,True
788,3,1,informed,1,2,3,1,False,False,True
789,3,1,informed,2,1,3,2,False,False,True
790,3,1,informed,2,1,3,2,False,False,True
791,3,1,informed,1,1,3,2,False,True,False
792,3,1,informed,2,1,3,2,False,False,True
793,3,1,informed,1,2,3,1,False,False,True
794,3,1,informed,2,2,1,3,False,True,False
795,3,1,informed,1,1,3,2,False,True,False
796,3,1,informed,1,2,3,1,False,False,True
797,3,1,informed,2,1,3,2,False,False,True
798,3,1,informed,1,3,2,1,False,False,True
799,3,1,informed,1,3,2,1,False,False,True
800,3,1,informed,2,3,1,2,False,False,True
801,3,1,informed,2,2,1,3,False,True,False
802,3,1,informed,1,1,2,3,False,True,False
803,3,1,informed,2,3,1,2,False,False,True
804,3,1,informed,1,2,3,1,False,False,True
805,3,1,informed,1,3,2,1,False,False,True
806,3,1,informed,2,3,1,2,False,False,True
807,3,1,informed,1,2,3,1,False,False,True
808,3,1,informed,2,2,3,1,False,True,False
809,3,1,informed,3,1,2,3,False,False,True
810,3,1,informed,1,1,3,2,False,True,False
811,3,1,informed,1,1,2,3,False,True,False
812,3,1,informed,3,3,2,1,False,True,False
813,3,1,informed,3,3,2,1,False,True,False
814,3,1,informed,1,1,2,3,False,True,False
815,3,1,informed,3,3,1,2,False,True,False
816,3,1,informed,3,3,2,1,False,True,False
817,3,1,informed,1,2,3,1,False,False,True
818,3,1,informed,2,1,3,2,False,False,True
819,3,1,informed,1,3,2,1,False,False,True
820,3,1,informed,2,3,1,2,False,False,True
821,3,1,informed,2,1,3,2,False,False,True
822,3,1,informed,1,3,2,1,False,False,True
823,3,1,informed,1,1,3,2,False,True,False
824,3,1,informed,1,3,2,1,False,False,True
825,3,1,informed,3,2,1,3,False,False,True
826,3,1,informed,3,2,1,3,False,False,True
827,3,1,informed,1,3,2,1,False,False,True
828,3,1,informed,2,2,3,1,False,True,False
829,3,1,informed,2,1,3,2,False,False,True
830,3,1,informed,3,3,1,2,False,True,False
831,3,1,informed,2,1,3,2,False,False,True
832,3,1,informed,3,1,2,3,False,False,True
833,3,1,informed,2,3,1,2,False,False,True
834,3,1,informed,2,3,1,2,False,False,True
835,3,1,informed,2,1,3,2,False,False,True
836,3,1,informed,3,3,2,1,False,True,False
837,3,1,informed,2,3,1,2,False,False,True
838,3,1,informed,3,1,2,3,False,False,True
839,3,1,informed,2,1,3,2,False,False,True
840,3,1,informed,3,2,1,3,False,False,True
841,3,1,informed,3,3,1,2,False,True,False
842,3,1,informed,3,1,2,3,False,False,True
843,3,1,informed,2,1,3,2,False,False,True
844,3,1,informed,1,1,3,2,False,True,False
845,3,1,informed,2,3,1,2,False,False,True
846,3,1,informed,3,1,2,3,False,False,True
847,3,1,informed,1,3,2,1,False,False,True
848,3,1,informed,2,2,3,1,False,True,False
849,3,1,informed,2,1,3,2,False,False,True
850,3,1,informed,3,3,1,2,False,True,False
851,3,1,informed,1,2,3,1,False,False,True
852,3,1,informed,2,2,3,1,False,True,False
853,3,1,informed,3,3,2,1,False,True,False
854,3,1,informed,3,2,1,3,False,False,True
855,3,1,informed,2,3,1,2,False,False,True
856,3,1,informed,3,2,1,3,False,False,True
857,3,1,informed,2,2,3,1,False,True,False
858,3,1,informed,2,2,3,1,False,True,False
859,3,1,informed,2,2,3,1,False,True,False
860,3,1,informed,2,1,3,2,False,False,True
861,3,1,informed,3,3,2,1,False,True,False
862,3,1,informed,3,1,2,3,False,False,True
863,3,1,informed,2,1,3,2,False,False,True
864,3,1,informed,2,1,3,2,False,False,True
865,3,1,informed,1,3,2,1,False,False,True
866,3,1,informed,3,1,2,3,False,False,True
867,3,1,informed,2,3,1,2,False,False,True
868,3,1,informed,1,2,3,1,False,False,True
869,3,1,informed,3,2,1,3,False,False,True
870,3,1,informed,3,1,2,3,False,False,True
871,3,1,informed,1,3,2,1,False,False,True
872,3,1,informed,1,3,2,1,False,False,True
873,3,1,informed,1,1,2,3,False,True,False
874,3,1,informed,1,2,3,1,False,False,True
875,3,1,informed,2,3,1,2,False,False,True
876,3,1,informed,1,3,2,1,False,False,True
877,3,1,informed,2,2,3,1,False,True,False
878,3,1,informed,3,3,2,1,False,True,False
879,3,1,informed,1,2,3,1,False,False,True
880,3,1,informed,1,2,3,1,False,False,True
881,3,1,informed,1,2,3,1,False,False,True
882,3,1,informed,1,3,2,1,False,False,True
883,3,1,informed,1,1,2,3,False,True,False
884,3,1,informed,1,1,2,3,False,True,False
885,3,1,informed,1,3,2,1,False,False,True
886,3,1,informed,2,2,1,3,False,True,False
887,3,1,informed,1,3,2,1,False,False,True
888,3,1,informed,3,2,1,3,False,False,True
889,3,1,informed,2,3,1,2,False,False,True
890,3,1,informed,1,2,3,1,False,False,True
891,3,1,informed,1,1,2,3,False,True,False
892,3,1,informed,1,3,2,1,False,False,True
893,3,1,informed,2,3,1,2,False,False,True
894,3,1,informed,3,3,1,2,False,True,False
895,3,1,informed,1,2,3,1,False,False,True
896,3,1,informed,3,1,2,3,False,False,True
897,3,1,informed,1,3,2,1,False,False,True
898,3,1,informed,3,2,1,3,False,False,True
899,3,1,informed,2,1,3,2,False,False,True
900,3,1,informed,3,1,2,3,False,False,True
901,3,1,informed,3,3,1,2,False,True,False
902,3,1,informed,2,3,1,2,False,False,True
903,3,1,informed,2,3,1,2,False,False,True
904,3,1,informed,1,3,2,1,False,False,True
905,3,1,informed,2,1,3,2,False,False,True
906,3,1,informed,1,2,3,1,False,False,True
907,3,1,informed,3,2,1,3,False,False,True
908,3,1,informed,1,3,2,1,False,False,True
909,3,1,informed,3,2,1,3,False,False,True
910,3,1,informed,1,1,3,2,False,True,False
911,3,1,informed,2,1,3,2,False,False,True
912,3,1,informed,2,3,1,2,False,False,True
913,3,1,informed,2,3,1,2,False,False,True
914,3,1,informed,3,3,1,2,False,True,False
915,3,1,informed,2,3,1,2,False,False,True
916,3,1,informed,2,2,1,3,False,True,False
917,3,1,informed,1,1,2,3,False,True,False
918,3,1,informed,1,2,3,1,False,False,True
919,3,1,informed,2,2,3,1,False,True,False
920,3,1,informed,2,3,1,2,False,False,True
921,3,1,informed,2,1,3,2,False,False,True
922,3,1,informed,1,3,2,1,False,False,True
923,3,1,informed,2,2,3,1,False,True,False
924,3,1,informed,2,3,1,2,False,False,True
925,3,1,informed,2,1,3,2,False,False,True
926,3,1,informed,1,2,3,1,False,False,True
927,3,1,informed,2,1,3,2,False,False,True
928,3,1,informed,2,3,1,2,False,False,True
929,3,1,informed,3,2,1,3,False,False,True
930,3,1,informed,1,3,2,1,False,False,True
931,3,1,informed,1,1,2,3,False,True,False
932,3,1,informed,2,2,1,3,False,True,False
933,3,1,informed,3,2,1,3,False,False,True
934,3,1,informed,1,3,2,1,False,False,True
935,3,1,informed,1,3,2,1,False,False,True
936,3,1,informed,1,2,3,1,False,False,True
937,3,1,informed,3,3,1,2,False,True,False
938,3,1,informed,1,1,2,3,False,True,False
939,3,1,informed,1,2,3,1,False,False,True
940,3,1,informed,3,3,1,2,False,True,False
941,3,1,informed,1,3,2,1,False,False,True
942,3,1,informed,1,2,3,1,False,False,True
943,3,1,informed,1,1,2,3,False,True,False
944,3,1,informed,2,2,3,1,False,True,False
945,3,1,informed,3,1,2,3,False,False,True
946,3,1,informed,2,1,3,2,False,False,True
947,3,1,informed,2,2,1,3,False,True,False
948,3,1,informed,3,3,1,2,False,True,False
949,3,1,informed,2,3,1,2,False,False,True
950,3,1,informed,3,1,2,3,False,False,True
951,3,1,informed,3,2,1,3,False,False,True
952,3,1,informed,2,1,3,2,False,False,True
953,3,1,informed,3,3,2,1,False,True,False
954,3,1,informed,3,1,2,3,False,False,True
955,3,1,informed,3,2,1,3,False,False,True
956,3,1,informed,1,2,3,1,False,False,True
957,3,1,informed,1,3,2,1,False,False,True
958,3,1,informed,1,1,2,3,False,True,False
959,3,1,informed,3,2,1,3,False,False,True
960,3,1,informed,2,1,3,2,False,False,True
961,3,1,informed,2,1,3,2,False,False,True
962,3,1,informed,1,2,3,1,False,False,True
963,3,1,informed,1,3,2,1,False,False,True
964,3,1,informed,1,1,3,2,False,True,False
965,3,1,informed,1,1,3,2,False,True,False
966,3,1,informed,3,1,2,3,False,False,True
967,3,1,informed,1,2,3,1,False,False,True
968,3,1,informed,3,2,1,3,False,False,True
969,3,1,informed,2,2,1,3,False,True,False
970,3,1,informed,1,2,3,1,False,False,True
971,3,1,informed,1,2,3,1,False,False,True
972,3,1,informed,3,3,1,2,False,True,False
973,3,1,informed,1,2,3,1,False,False,True
974,3,1,informed,1,3,2,1,False,False,True
975,3,1,informed,2,3,1,2,False,False,True
976,3,1,informed,3,3,2,1,False,True,False
977,3,1,informed,1,2,3,1,False,False,True
978,3,1,informed,1,1,2,3,False,True,False
979,3,1,informed,2,2,1,3,False,True,False
980,3,1,informed,1,1,3,2,False,True,False
981,3,1,informed,2,1,3,2,False,False,True
982,3,1,informed,2,2,1,3,False,True,False
983,3,1,informed,3,2,1,3,False,False,True
984,3,1,informed,1,3,2,1,False,False,True
985,3,1,informed,1,3,2,1,False,False,True
986,3,1,informed,2,3,1,2,False,False,True
987,3,1,informed,2,1,3,2,False,False,True
988,3,1,informed,2,3,1,2,False,False,True
989,3,1,informed,3,3,1,2,False,True,False
990,3,1,informed,2,2,1,3,False,True,False
991,3,1,informed,1,2,3,1,False,False,True
992,3,1,informed,2,1,3,2,False,False,True
993,3,1,informed,2,1,3,2,False,False,True
994,3,1,informed,2,2,1,3,False,True,False
995,3,1,informed,3,2,1,3,False,False,True
996,3,1,informed,3,1,2,3,False,False,True
997,3,1,informed,3,1,2,3,False,False,True
998,3,1,informed,2,1,3,2,False,False,True
999,3,1,informed,2,3,1,2,False,False,True
1000,3,1,informed,1,1,2,3,False,True,False
